"id";"nome";"endereco_id"
5435;"CARLOS DE LAET PROF
                    ";4076
5436;"CARLOS RAMIRO DE CASTRO PROFESSOR CEI
                    ";4077
5437;"CARMELA ARNONI ESCOLA DE EDUCACAO INFANTIL
                    ";4078
5438;"CARMOSINA MONTEIRO VIANNA PROFA
                    ";4043
5439;"CASA BATISTA DA AMIZADE CRECHE
                    ";4079
5440;"CASSIO DA COSTA VIDIGAL EMEF
                    ";4080
5441;"CASTRO ALVES
                    ";4081
5442;"CECOSI
                    ";4082
5443;"CEI AIDA CONCEICAO PITTOL DA SILVA
                    ";4083
5444;"CEI AMOR DE TATI
                    ";4084
5445;"CEI ARTE E CULTURA
                    ";4085
5446;"CEI CAPRICHO
                    ";4086
5447;"CEI CORA CORALINA
                    ";4087
5448;"CEI DOCE INFANCIA IV
                    ";4088
5449;"CEI ESPACO KAIROS PERI
                    ";4089
5450;"CEI GELINDO SCOTTINI PE
                    ";4090
5451;"CEI INDIRETO SIGNE CARLSON
                    ";4091
5452;"CEI JOAO DIAS
                    ";4046
5453;"CEI OSVALDO MOREIRA
                    ";4092
5454;"CEI PEQUENAS ESTRELAS II
                    ";4093
5455;"CEI PROFESSORA TIETA
                    ";4094
5456;"CEI SANTA CRUZ
                    ";4095
5457;"CEI SEMENTINHA DA VIDA
                    ";4096
5458;"CEI VICTOR HUGO DEPPMAN
                    ";4042
5459;"CEL JTO A EE ALBINO CESAR
                    ";4037
5460;"CEL JTO A EE VERIDIANA CAMACHO CARVALHO GOMES PROFA
                    ";4097
5461;"CELSO DE SOUSA OLIVEIRA PROF EMEI
                    ";4098
5462;"CENTRO DE EDUCACAO INFANTIL ALEGRIA DA CRIANCA
                    ";4000
5463;"CENTRO DE EDUCACAO INFANTIL ARVORES DA VIDA
                    ";4099
5464;"CENTRO DE EDUCACAO INFANTIL ASBEN JACANA
                    ";4100
5465;"CENTRO DE EDUCACAO INFANTIL ASBEN SEKOIA
                    ";4101
5466;"CENTRO DE EDUCACAO INFANTIL ATITUDE DE CRIANCA
                    ";4102
5467;"CENTRO DE EDUCACAO INFANTIL BIANCA BABY
                    ";4103
5468;"CENTRO DE EDUCACAO INFANTIL CAMINHO CERTO II
                    ";4104
5469;"CENTRO DE EDUCACAO INFANTIL CAMINHO DO FUTURO
                    ";4105
5470;"CENTRO DE EDUCACAO INFANTIL CANTINHO FELIZ
                    ";4106
5471;"CENTRO DE EDUCACAO INFANTIL CECILIA MEIRELES
                    ";4096
5472;"CENTRO DE EDUCACAO INFANTIL CLARICE LISPECTOR
                    ";4107
5473;"CENTRO DE EDUCACAO INFANTIL CRISTOVAO
                    ";4108
5474;"CENTRO DE EDUCACAO INFANTIL DANDARA
                    ";4109
5475;"CENTRO DE EDUCACAO INFANTIL DOCE INFANCIA
                    ";4110
5476;"CENTRO DE EDUCACAO INFANTIL DOCE INFANCIA
                    ";4042
5477;"CENTRO DE EDUCACAO INFANTIL DOCE INFANCIA II
                    ";4111
5478;"CENTRO DE EDUCACAO INFANTIL EDITE FERNANDES
                    ";4042
5479;"CENTRO DE EDUCACAO INFANTIL ELOHIM ADONAI II
                    ";4112
5480;"CENTRO DE EDUCACAO INFANTIL ESPERANCA PARA TODOS I
                    ";4113
5481;"CENTRO DE EDUCACAO INFANTIL ESTRELA DO AMANHA
                    ";4114
5482;"CENTRO DE EDUCACAO INFANTIL GUARANI
                    ";4115
5483;"CENTRO DE EDUCACAO INFANTIL JARDIM DOS PEQUENINOS
                    ";4116
5484;"CENTRO DE EDUCACAO INFANTIL JOAQUIM SOUZA
                    ";4117
5485;"CENTRO DE EDUCACAO INFANTIL LAR BATISTA DE CRIANCAS MANDAQUI
                    ";4118
5486;"CENTRO DE EDUCACAO INFANTIL LIMA BARRETO
                    ";4119
5487;"CENTRO DE EDUCACAO INFANTIL MONTEIRO LOBATO
                    ";131
5488;"CENTRO DE EDUCACAO INFANTIL PEQUENOS PASSOS
                    ";4120
5489;"CENTRO DE EDUCACAO INFANTIL PIMPOLHINHO
                    ";4121
5490;"CENTRO DE EDUCACAO INFANTIL PINTANDO O SETE
                    ";4122
5491;"CENTRO DE EDUCACAO INFANTIL PRISCILLA TELES SIQUEIRA BALLOTA DE OLIVEIRA
                    ";4123
5492;"CENTRO DE EDUCACAO INFANTIL RAIO DE SOL III
                    ";4124
5493;"CENTRO DE EDUCACAO INFANTIL REINO DA CAPADOCIA
                    ";4125
5494;"CENTRO DE EDUCACAO INFANTIL RUTH ROCHA
                    ";4126
5495;"CENTRO DE EDUCACAO INFANTIL SANTA PAULINA
                    ";4127
5496;"CENTRO DE EDUCACAO INFANTIL SEMENTINHA DA ESPERANCA
                    ";4128
5497;"CENTRO DE EDUCACAO INFANTIL SEMENTINHA DO AMANHA
                    ";4129
5498;"CENTRO DE EDUCACAO INFANTIL TREM DAS ONZE
                    ";4100
5499;"CENTRO DE EDUCACO INFANTIL LUZ DO SABER
                    ";4080
5500;"CENTRO DE ENSINO GRAU TECNICO TUCURUVI
                    ";4130
5501;"CENTRO EDUCACIONAL IEBB EIRELI
                    ";4131
5502;"CENTRO EDUCACIONAL LEONHARD EULER CELE
                    ";4132
5503;"CENTRO EDUCACIONAL SANTA TEREZINHA
                    ";4133
5504;"CEPS WALTER PEREIRA COLEGIO
                    ";4134
5505;"CERMAC JUNIOR COLEGIO
                    ";4062
5506;"CIDADE FERNAO DIAS EMEI
                    ";4135
5507;"CIRANDINHA DAS ROSAS CENTRO DE EDUCACAO INFANTIL
                    ";4136
5508;"CLEIDE MOREIRA DOS SANTOS PROFA EMEI
                    ";4137
5509;"COHAB VILA NOVA CACHOEIRINHA CEI
                    ";4138
5510;"COLEGIO ALBUQUERQUE
                    ";4139
5511;"COLEGIO APRENDENDO NA ARCA
                    ";4140
5512;"COLEGIO CANTINHO DA ALEGRIA  PROJETO AMPLITUDE
                    ";4141
5513;"COLEGIO CARPE DIEM  UNIDADE VILA MEDEIROS ALVORADA
                    ";4142
5514;"COLEGIO CERMAC
                    ";4062
5515;"COLEGIO CORDEIRO
                    ";4143
5516;"COLEGIO CUBE EDUCACIONAL
                    ";4068
5517;"COLEGIO DELL ARINGA II
                    ";4144
5518;"COLEGIO EDUCANORTE
                    ";4145
5519;"COLEGIO EDUCANORTE
                    ";4146
5520;"COLEGIO FERRASSA
                    ";4147
5521;"COLEGIO JARDIM NOVA JORNADA EIRELI
                    ";4148
5522;"COLEGIO LAURA FLORENCIO
                    ";4142
5523;"COLEGIO MUNDO EM ACAO
                    ";4149
5524;"COLEGIO PALAVRA VIVA UNIDADE HORTO
                    ";4150
5525;"COLEGIO RAIO DE SOL
                    ";4151
5526;"COLEGIO ROZA OLIVEIRA
                    ";4056
5527;"COLEGIO SAKURA
                    ";4152
5528;"CONSOLATA CRECHE
                    ";4153
5529;"CORDEIRINHO INSTITUTO INFANTIL
                    ";4059
5530;"CORUJINHA BERCARIO E EDUCACAO INFANTIL  SABER E BRINCAR
                    ";4154
5531;"CURUMIN CEI
                    ";4155
5532;"CYRENE DE OLIVEIRA LAET DONA
                    ";4156
5533;"DAVID EUGENIO DOS SANTOS PROF
                    ";4157
5534;"DELL ARINGA COLEGIO DE ED INFANTIL E ENSINO FUNDAMENTAL
                    ";4158
5535;"DILSON FUNARO MINISTRO
                    ";4126
5536;"DINA KUTNER DE SOUZA  DINA SFAT EMEI
                    ";4159
5537;"DIRCE PASTORE DONATO PROFA
                    ";4160
5538;"DOCE INFANCIA III
                    ";4161
5539;"DOCES CRIANCAS CENTRO DE CONVIVENCIA INFANTIL
                    ";4162
5540;"DOM BOSCO COLEGIO UNID III
                    ";4150
5541;"DOM BOSCO COLEGIO UNIDADE I
                    ";4163
5542;"DOM BOSCO COLEGIO UNIDADE II
                    ";4164
5543;"DOM BOSCO COLEGIO UNIDADE IV
                    ";4059
5544;"EDIFICANDO GERACOES COLEGIO
                    ";4165
5545;"EDSON RODRIGUES EMEF
                    ";4166
5546;"EDU CHAVES AVIADOR EMEI
                    ";4053
5547;"EDUCADOR PAULO FREIRE CENTRO DE EDUCACAO INFANTIL CONVENIADO
                    ";4042
5548;"EDUCANDARIO SAINT MARTIN
                    ";4167
5549;"EDUCANDARIO SAINT MARTIN UNIDADE I
                    ";4168
5550;"ELIZABETH DE SOUZA CRECHE
                    ";4115
5551;"ELUZAI COLEGIO
                    ";4169
5552;"ELZA SARAIVA MONTEIRO PROFA
                    ";4096
5553;"EMEF PROFESSOR NEIR AUGUSTO LOPES
                    ";4170
5554;"EMILIA FERREIRO COLEGIO
                    ";4171
5555;"ENEAS CARVALHO AGUIAR EMEF
                    ";4172
5556;"ENIO CORREA PROF EMEI
                    ";4173
5557;"ERMANO MARCHETTI VEREADOR CRECHE MUNICIPAL
                    ";4174
5558;"ESCOLA DE CURSOS TECNICOS E PROFISSIONALIZANTES AGAPHE
                    ";4088
5559;"ESCOLA DE EDUCACAO INFANTIL CASTELO DO SABER
                    ";4175
5560;"ESMERALDA SALLES PEREIRA RAMOS PROFA EMEF
                    ";4176
5561;"ESTRELA GUIA CENTRO EDUCACIONAL INFANTIL
                    ";4177
5562;"EUDOXIA DE BARROS PROFA EMEI
                    ";4178
5563;"EUNICE TEREZINHA DE OLIVEIRA FRAGOAS PROFA
                    ";4179
5564;"EURICO FIGUEIREDO PROF
                    ";4180
5565;"EURIPEDES DE CASTRO
                    ";4181
5566;"EXITO SAO PAULO COLEGIO
                    ";4182
5567;"FAGOTTI CENTRO EDUCACIONAL
                    ";4183
5568;"FAMILIA NOVA ALIANCA CENTRO DE EDUCACAO INFANTIL
                    ";4094
5569;"FELICIO TONETTI
                    ";4184
5570;"FERNANDO DOS REIS PROFESSOR COLEGIO
                    ";4185
5571;"FERNAO DIAS CRECHE MUNICIPAL
                    ";4186
5572;"FLAVIO IMPERIO EMEI
                    ";4100
5573;"FRANCISCO MARCONDES DE OLIVEIRA CRECHE MUNICIPAL
                    ";4097
5574;"FRANCISCO VOCCIO
                    ";4187
5575;"FRANKLIN AUGUSTO DE MOURA CAMPOS PROF EMEF
                    ";4188
5576;"FRATERNIDADE
                    ";4052
5577;"FREDERICO G SANTOS TENENTE AVIADOR EMEF
                    ";3723
5578;"FUTUROS GENIOS ESCOLA DE EDUCACAO INFANTIL
                    ";3517
5579;"GABRIELA MISTRAL
                    ";4189
5580;"GASTAO MOUTINHO COMANDANTE EMEF
                    ";4190
5581;"GENTE MIUDA ESCOLA DE EDUCACAO INFANTIL E PRIMEIRO GRAU
                    ";4072
5582;"GIGI TOMAZELLI WIAZOWSKI CENTRO DE EDUCACAO INFANTIL
                    ";4191
5583;"GILBERTO DUPAS PROFESSOR EMEF
                    ";131
5584;"GINA DE MARTINO DOUTORA EMEI
                    ";4192
5585;"GROW UP SCHOOL 1
                    ";4193
5586;"GROW UP SCHOOL 2
                    ";4133
5587;"GUANELLA DON CRECHE
                    ";4194
5588;"GUILHERME DE ALMEIDA
                    ";4195
5589;"GUIMARAES BARBOSA COLEGIO
                    ";4196
5590;"GUSTAVO BARROSO
                    ";4197
5591;"HAYDEE BARRETO FERRARA CENTRO DE EDUCACAO INFANTIL
                    ";4198
5592;"HEITOR VILLA LOBOS COLEGIO
                    ";4154
5593;"HELIO DE SOUZA COLEGIO
                    ";4181
5594;"HELIO FRANCO CHAVES CORONEL EMEF
                    ";4199
5595;"HENRI WALLON COLEGIO
                    ";4200
5596;"HIGH LINE SCHOOL
                    ";4201
5597;"HIPOLITO JOSE DA COSTA EMEF
                    ";4202
5598;"IAPI COLEGIO
                    ";4203
5599;"IASE  SANTA TEREZINHA
                    ";4204
5600;"INACIO DE LIMA OLIVEIRA CRECHE
                    ";4205
5601;"INICIO DO SABER COLEGIO
                    ";4206
5602;"INSTITUTO DE EDUCACAO INFANTIL MUNDO ENCANTADO
                    ";4125
5603;"ISAAC NEWTON SIR COLEGIO
                    ";4207
5604;"ITALO BETTARELLO PROF EMEI
                    ";4154
5605;"IZAC SILVERIO PROF
                    ";4208
5606;"JACANA  JOVA RURAL
                    ";4098
5607;"JACANA CEU
                    ";4209
5608;"JACANA CEU CEI
                    ";4209
5609;"JACANA CEU EMEF
                    ";4209
5610;"JACANA CEU EMEI
                    ";4209
5611;"JANIO QUADROS PRESIDENTE EMEI
                    ";4210
5612;"JARDIM ALIANCA COLEGIO
                    ";4211
5613;"JARDIM BRASIL
                    ";4212
5614;"JARDIM BRASIL CRECHE
                    ";4109
5615;"JARDIM CABUCU CRECHE DO
                    ";4213
5616;"JARDIM CENTENARIO CENTRO DE EDUCACAO INFANTIL
                    ";4214
5617;"JARDIM DAS LETRAS CENTRO RECREATIVO
                    ";4215
5618;"JARDIM DAS ORQUIDEAS CENTRO EDUCACIONAL
                    ";4183
5619;"JARDIM DAS PEDRAS CRECHE MUNICIPAL
                    ";4216
5620;"JARDIM ESCOLA ESTIMOARTE
                    ";4154
5621;"JARDIM FELICIDADE
                    ";4217
5622;"JARDIM FONTALIS CENTRO DE EDUCACAO INFANTIL
                    ";4218
5623;"JARDIM FONTALIS EMEF
                    ";4219
5624;"JARDIM GUANCA CRECHE
                    ";4220
5625;"JARDIM PERI
                    ";4221
5626;"JARDIM PERI CRECHE
                    ";4222
5627;"JARDIM PERI CRECHE MUNICIPAL
                    ";4140
5628;"JARDIM SANTA CRUZ
                    ";4127
5629;"JARDIM SAO PAULO COLEGIO UNIDADE CANTAREIRA
                    ";4223
5630;"JARDIM SAO PAULO UNIDADE TREMEMBE COLEGIO
                    ";4068
5631;"JARDIM TREMEMBE CRECHE
                    ";4224
5632;"JOAO BAPTISTA ALVES SILVA PROF
                    ";4225
5633;"JOAO LIGABUE CONEGO
                    ";4226
5634;"JOAO PAULO I
                    ";4227
5635;"JOAO PAULO II CRECHE
                    ";4228
5636;"JOAO RAMOS EMEF
                    ";4229
5637;"JOAQUIM THOME FILHO VEREADOR CRECHE MUNICIPAL
                    ";4230
5638;"JOHANN GUTENBERG
                    ";4231
5639;"JONISE MAXIMO DA FONSECA PROFA EMEI
                    ";4232
5640;"JOSE DO AMARAL MELLO PROF
                    ";4233
5641;"JOSE MARCELINO DA FONSECA MAJOR
                    ";4234
5642;"JOSE MARIA REYS PROF
                    ";4235
5643;"JOVA RURAL CEI INDIRETO CONVENIADO
                    ";4091
5644;"JOVA RURAL I
                    ";4236
5645;"JUDITH GUIMARAES DOS SANTOS PROFA
                    ";4237
5646;"JULIO DE MESQUITA FILHO EMEI
                    ";4238
5647;"JULIO LAMAS RIVERA DOUTOR CRECHE
                    ";4239
5648;"JULIO MARCONDES SALGADO GENERAL EMEF
                    ";4053
5649;"JULIO PESTANA
                    ";4120
5650;"JUSTINO CARDOSO DR
                    ";4240
5651;"LAEL DE MOURA PRADO PROF
                    ";4241
5652;"LAR BATISTA DE CRIANCAS CENTRO DE EDUCACAO INFANTIL
                    ";4242
5653;"LAURA FUNFAS LE SUEUR PROFA EMEI
                    ";4154
5654;"LAUZANE PAULISTA CENTRO SOCIAL CRECHE DO
                    ";4243
5655;"LAUZANE PAULISTA CRECHE MUNICIPAL
                    ";4244
5656;"LEONIDAS PAIVA PROF
                    ";4030
5657;"LEOVERGILIO MOREIRA PROF
                    ";4245
5658;"LIDIA CRUZ COLEGIO
                    ";4084
5659;"LILIENTAL COLEGIO
                    ";4246
5660;"LIMA INSTITUTO DE EDUCACAO
                    ";4093
5661;"LOURENCO FILHO EMEF
                    ";4247
5662;"LUCIE BRAY MADRE EMEE
                    ";4247
5663;"LUIS GAMA EMEI
                    ";4248
5664;"LUIZ AMARAL WAGNER PROF
                    ";4134
5665;"LUIZ LAZARO ZAMENHOF DR
                    ";4249
5666;"LUIZ TEZZA PADRE COLEGIO
                    ";4250
5667;"LUX DEI COLEGIO
                    ";4088
5668;"LUZIA GODOY PROFA
                    ";4251
5669;"MADRID COLEGIO
                    ";4252
5670;"MANUEL BANDEIRA POETA COLEGIO
                    ";4063
5671;"MAPLE BEAR CANTAREIRA ENSINO BILINGUE
                    ";4253
5672;"MARCILIO DIAS EMEF
                    ";4254
5673;"MARCOS MELEGA EMEF
                    ";4255
5674;"MARECHAL RONDON EMEF
                    ";4256
5675;"MARGARETH DE FATIMA MARQUES DE AZEVEDO EMEI
                    ";4202
5676;"MARIA ANGELITA SAYAGO LAET PROFA
                    ";4257
5677;"MARIA ANTONIETTA DE CASTRO PROFA
                    ";4258
5678;"MARIA AUXILIADORA SILVA CRECHE MUNICIPAL
                    ";4259
5679;"MARIA HELENA FARIA LIMA PROFA EMEF
                    ";4260
5680;"MARIA ISABEL P A RIBEIRO PROFA EMEI
                    ";4172
5681;"MARIA LUCIA PETIT DA SILVA PROFA EMEI
                    ";4261
5682;"MARIA PAULA MARCONDES DOMINGUES PROFA EMEF
                    ";4262
5683;"MARIA RAINHA DO AMOR ESCOLA FUNDAMENTAL EDUCACAO INFANTIL
                    ";4263
5684;"MARINA NOGUEIRA DE SOUZA MARTINS EMEI
                    ";4059
5685;"MARIO PEREIRA BICUDO PROF EMEE
                    ";4057
5686;"MARISA DONDA PROFESSORA ESCOLA DE PG
                    ";4164
5687;"MARLY DIVA BONFANTI PROFA
                    ";4264
5688;"MARTIN FRANCISCO RIBEIRO DE ANDRADA EMEF
                    ";4265
5689;"MAYARA RODRIGUES COLEGIO
                    ";4053
5690;"MAZZO GIMENEZ COLEGIO
                    ";4067
5691;"MIGUEL VIEIRA FERREIRA DR
                    ";4266
5692;"MONTE SINAI COLEGIO
                    ";4189
5693;"MONTEIRO ESCOLA DESENVOLVIMENTO INFANTIL E ENS FUNDAMENTAL
                    ";4267
5694;"MONTEIRO LOBATO COLEGIO
                    ";4268
5695;"MUNDO DA TIA LILI ESCOLA DE EDUCACAO INFANTIL
                    ";4269
5696;"MURIALDO
                    ";4211
5697;"MUTIRAO DO POBRE
                    ";4270
5698;"MUTIRAO JARDIM FONTALIS
                    ";4202
5699;"NELSON GOMES CAETANO PROF
                    ";4271
5700;"NILCE CRUZ FIGUEIREDO PROFA EMEF
                    ";4228
5701;"NOE AZEVEDO PROF EMEF
                    ";4272
5702;"NORMELIA BALLOCK COLEGIO
                    ";4273
5703;"NOSSA SENHORA APARECIDA
                    ";4126
5704;"NOSSA SENHORA DAS GRACAS INSTITUTO EDUCACIONAL COLEGIO
                    ";4274
5705;"NOVA CACHOEIRINHA COLEGIO UNIDADE II
                    ";4275
5706;"NOVA CACHOERINHA UNIDADE I COLEGIO
                    ";4069
5707;"NOVA DIRETRIZ COLEGIO
                    ";4276
5708;"OBJETIVO CENTRO INTERESCOLAR UNIDADE CANTAREIRA
                    ";300
5709;"OCTAVIO PEREIRA LOPES EMEF
                    ";4277
5710;"ODILIO DENYS MARECHAL EMEI
                    ";4278
5711;"OLHO NO FUTURO INSTITUTO DE
                    ";4279
5712;"OSVALDO QUIRINO SIMOES EMEF
                    ";4280
5713;"OTAVIO RODRIGUES CENTRO DE EDUCACAO INFANTIL
                    ";4281
5714;"OTTILIA DE JESUS PIRES PROFA EMEI
                    ";4282
5715;"PADRE MENARD
                    ";4120
5716;"PARAISO DAS CRIANCAS LAR CRECHE
                    ";4270
5717;"PARQUE CASA DE PEDRA CRECHE MUNICIPAL
                    ";4210
5718;"PARQUE EDU CHAVES CEI DIRETO
                    ";4283
5719;"PASSINHO DE OURO INSTITUTO DE EDUCACAO
                    ";4284
5720;"PASSIONISTA SANTA GEMA COLEGIO
                    ";4058
5721;"PAUL HUGON PROF
                    ";4285
5722;"PAULISTA ESCOLA
                    ";4183
5723;"PAULO LEIVAS MACALAO PASTOR
                    ";4286
5724;"PEDRO ALEXANDRINO
                    ";4092
5725;"PEDRO APOSTOLO CENTRO DE EDUCACAO INFANTIL
                    ";4287
5726;"PEDRO DE MORAES VICTOR DR
                    ";4288
5727;"PEROLA BYINGTON CEI INDIRETA
                    ";4231
5728;"PHILOMENA BAYLAO PROFA
                    ";4289
5729;"PIETRA COLEGIO UNIDADE II
                    ";4290
5730;"PIONNEIRO ESCOLA NORTE
                    ";4291
5731;"PRISMA INSTITUTO DE EDUCACAO E CULTURA
                    ";4194
5732;"PRO NATUREZA ESCOLA
                    ";4292
5733;"PROVINCIA DE NAGASAKI
                    ";4293
5734;"PROZ  UNIDADE NOVA CACHOEIRINHA
                    ";4294
5735;"PROZ  UNIDADE TUCURUVI
                    ";4295
5736;"QUERUBIM CENTRO DE EDUCACAO INFANTIL
                    ";4296
5737;"RAFAEL DE MORAES LIMA PROF
                    ";4297
5738;"RAIO DE SOL AMELIA DINIZ ANTAS
                    ";4298
5739;"RAIO DE SOL CEI II MESTRE PAULO FREIRE
                    ";4179
5740;"RAQUEL ASSIS BARREIROS PROFA
                    ";3723
5741;"RAQUEL DE QUEIROZ CEI DIRETO
                    ";4299
5742;"RAUL DE LEONI EMEF
                    ";4072
5743;"RECANTO SAO JOSE  ASA
                    ";4300
5744;"RECRIAR CENTRO DE EDUCACAO INFANTIL
                    ";4301
5745;"RECRIARTE CENTRO DE EDUCACAO INFANTIL
                    ";4302
5746;"REGINA CELI INSTITUTO DE EDUCACAO
                    ";4303
5747;"REINO DA GAROTADA ESCOLA DE EDUCACAO INFANTIL
                    ";4067
5748;"REPUBLICA DO CHILE
                    ";4304
5749;"RHEMA INSTITUTO EDUCACIONAL
                    ";4305
5750;"RITA BICUDO PEREIRA PROFA
                    ";4222
5751;"ROBERTO PATRICIO PROF EMEF
                    ";4306
5752;"RODRIGUES ALVES EMEF
                    ";4307
5753;"ROSA E CAROLINA AGAZZI EMEI
                    ";4308
5754;"ROSE VALEZIN CEI COHAB SONDA II
                    ";4309
5755;"RUY BARBOSA CONSELHEIRO
                    ";4310
5756;"SAGRADA FAMILIA CENTRO EDUCACIONAL
                    ";4092
5757;"SAGRADA FAMILIA CRECHE
                    ";4311
5758;"SAGRADA FAMILIA ESCOLA
                    ";4312
5759;"SAGRADO CORACAO CENTRO EDUCACIONAL
                    ";4313
5760;"SANTA HELENA CRECHE
                    ";4314
5761;"SANTA JOANA DARC INSTITUTO EDUCACIONAL UNIDADE I
                    ";4201
5762;"SANTA MARIA ESCOLA TECNICA
                    ";4315
5763;"SANTA MARIA MAIOR E XODO DA VOVO EDUCANDARIO
                    ";4120
5764;"SANTA RITA DE CASSIA EDUCANDARIO
                    ";4316
5765;"SANTA TERESINHA
                    ";4266
5766;"SANTA TEREZINHA  SANTA CRUZ
                    ";4194
5767;"SANTA TEREZINHA CRECHE
                    ";4120
5768;"SANTANA TUCURUVI CIEJA
                    ";4190
5769;"SANTIAGO DE COMPOSTELA CENTRO EDUCACIONAL
                    ";4317
5770;"SANTO EXPEDITO CRECHE
                    ";4318
5771;"SAO FRANCISCO DAS CHAGAS
                    ";4308
5772;"SAO FRANCISCO DE PAULA COLEGIO
                    ";4319
5773;"SAO JOSE  CCNSA
                    ";4153
5774;"SAO JUDAS ESCOLA DE EDUCACAO ESPECIAL
                    ";4320
5775;"SAO PAULO COLEGIO
                    ";4252
5776;"SAO PAULO DA CRUZ COLEGIO PASSIONISTA
                    ";4321
5777;"SAO PAULO EXTERNATO
                    ";4147
5778;"SAVA POPOVIC EMEI
                    ";4322
5779;"SAVIC CENTRO DE EDUCACAO INFANTIL
                    ";4042
5780;"SEBASTIAO DE SOUZA BUENO PROF
                    ";4266
5781;"SERGIO DA COSTA PROF
                    ";4323
5782;"SESI 388 CENTRO EDUCACIONAL
                    ";4082
5783;"SHEQUINA COLEGIO
                    ";4324
5784;"SHIRLEY GUIO PROFA EMEF
                    ";4325
5785;"SIGMUND FREUD COLEGIO
                    ";4326
5786;"SILVA JARDIM
                    ";4315
5787;"SOCRATES BRASILEIRO SAMPAIO DE SOUZA VIEIRA DE OLIVEIRA
                    ";4327
5788;"SOL BRILHANTE ESCOLA DE EDUCACAO INFANTIL
                    ";3652
5789;"SONHO DE LUZ COLEGIO
                    ";4084
5790;"SONHO MAGICO BABY CENTRO DE EDUCACAO INFANTIL
                    ";4242
5791;"SORAYA MARIA
                    ";4179
5792;"SUELY BERTOLAZZI FOLLI COLEGIO
                    ";4328
5793;"SUELY NICOLLOZZI PROFA COLEGIO
                    ";4032
5794;"TAUFIK DAUD KURBAN EMEI
                    ";4329
5795;"TECLA COLEGIO
                    ";4077
5796;"TEREZINE ARANTES FERRAZ BIBLIOTECARIA
                    ";4330
5797;"THOMAZ TREGLIA COLEGIO
                    ";4331
5798;"TITO PRATES DA FONSECA
                    ";4332
5799;"TREMEMBE COLEGIO
                    ";4333
5800;"TUCURUVI CONSERVATORIO MUSICAL DE
                    ";4315
5801;"TURMA DO CHICO BENTO ESCOLA DE EDUCACAO INFANTIL
                    ";4334
5802;"TURMA DO TINTINO CENTRO DE RECREACAO INFANTIL
                    ";4335
5803;"UNI KIDS COLEGIO
                    ";4336
5804;"UNIEPRE
                    ";4337
5805;"VALE VERDE CEI INDIRETA
                    ";4338
5806;"VERA ARNONI SCALQUETTI PROFA EMEI
                    ";4151
5807;"VERIDIANA CAMACHO CARVALHO GOMES PROFA
                    ";4097
5808;"VICENTE PAULO DA SILVA EMEI
                    ";4332
5809;"VICTOR DOS SANTOS CUNHA PROF
                    ";4339
5810;"VILA AURORA CRECHE MUNICIPAL
                    ";4340
5811;"VILA BASILEIA CRECHE MUNICIPAL
                    ";4341
5812;"VILA CONSTANCA CRECHE MUNICIPAL
                    ";4247
5813;"VILA GUSTAVO CRECHE
                    ";4342
5814;"VILA GUSTAVO CRECHE MUNICIPAL
                    ";4040
5815;"VILA MARIA VILA GUILHERME CIEJA
                    ";4172
5816;"VILA MEDEIROS CEI INDIRETO
                    ";4343
5817;"VILA NOVA CACHOEIRINHA CRECHE
                    ";3723
5818;"VIP COLEGIO JARDIM TREMEMBE
                    ";4344
5819;"VIP COLEGIO UNIDADE IMIRIM
                    ";4345
5820;"VIRGINIA BIANCA CRECHE MUNICIPAL
                    ";4346
5821;"VISCONDE DE INHAUMA ALMIRANTE
                    ";4062
5822;"VO XINHA CENTRO DE EDUCACAO INFANTIL
                    ";4271
5823;"WALDORF FRANCISCO DE ASSIS ESCOLA
                    ";4173
5824;"WALFRIDO DE CARVALHO CORONEL EMEI
                    ";4200
5825;"WILSON DANGELO BRAZ CENTRO DE EDUCACAO INFANTIL
                    ";4347
5826;"YOLANDO MALLOZZI
                    ";4348
5827;"ZILDA ARNS NEUMANN
                    ";4158
5828;"ZILKA SALABERRY DE CARVALHO EMEF
                    ";4349
5829;"22 DE MARCO EMEF
                    ";4350
5830;"23 DE OUTUBRO COLEGIO
                    ";4351
5831;"24 DE MARCO COLEGIO
                    ";4352
5832;"24 DE MARCO COLEGIO UNIDADE I
                    ";4352
5833;"4 DE JULHO COLEGIO
                    ";4353
5834;"ABRACO BERCARIO
                    ";4354
5835;"ACAO SOCIAL LARGO 13
                    ";4355
5836;"ACM  SANTO AMARO
                    ";4356
5837;"ACQUARELLA BABY COLEGIO
                    ";4357
5838;"ACQUARELLA MATER ESCOLA
                    ";4358
5839;"ADHEMAR DE BARROS PREFEITO EMEF
                    ";4359
5840;"ADVENTISTA CIDADE ADEMAR ESCOLA
                    ";4360
5841;"ADVENTISTA DE CAMPO GRANDE ESCOLA
                    ";4361
5842;"ADVENTISTA DE CAMPO LIMPO COLEGIO
                    ";4362
5843;"ADVENTISTA SANTO AMARO COLEGIO
                    ";4363
5844;"ADVENTUS COLEGIO
                    ";4364
5845;"ADVIR COLEGIO
                    ";4365
5846;"AGOSTINA IRMA CENTRO DE EDUCACAO INFANTIL
                    ";4366
5847;"AGUAI ESCOLA MONTESSORIANA
                    ";4367
5848;"ALAIDE BUENO RODRIGUES PROFA EMEI
                    ";4368
5849;"ALBERTINA RODRIGUES SIMON PROFESSORA CEI
                    ";4369
5850;"ALBERTO CONTE PROFESSOR
                    ";4370
